2	20
3	44
4	14
5	12
6	42
7	18
8	10
9	38
10	26
11	36
12	16
13	110
14	64
15	82
16	92
17	138
18	96
19	100
20	238
21	330
22	280
23	384
24	342
25	480
26	326
27	556
28	536
29	724
30	562
31	576
32	634
33	548
34	562
35	730
36	920
37	594
38	726
39	784
40	682
41	828
42	684
43	904
44	746
45	884
46	1002
47	826
48	728
49	874
50	908
51	1000
52	1294
53	1100
54	880
55	1066
56	1150
57	1134
58	1078
59	1122
60	1378
61	1254
62	1130
63	1250
64	1334
65	1270
66	1258
67	1212
68	1088
69	1298
70	1292
71	1352
72	1236
73	1416
74	1296
75	1396
76	1350
77	1396
78	1350
79	1430
80	1306
81	1562
82	1338
83	1398
84	1364
85	1266
86	1512
87	1330
88	1414
89	1804
90	1338
91	1508
92	1326
93	1412
94	1500
95	1640
96	1656
97	1506
98	1568
99	1712
100	1408
101	1796
102	1552
103	1562
104	1484
105	1548
106	1624
107	1342
108	1624
109	1728
110	1484
111	1456
112	1484
113	1634
114	1720
115	1506
116	1518
117	1472
118	1710
119	1568
120	1624
121	1500
122	1342
123	1498
124	1772
125	1594
126	1714
127	1506
128	1756
129	1608
130	1686
131	1538
132	1736
133	1622
134	1798
135	1738
136	1660
137	1482
138	1770
139	1516
140	1366
141	1436
142	1678
143	1650
144	1546
145	1460
146	1840
147	1612
148	1528
149	1634
150	1558
151	1586
152	1588
153	1450
154	1562
155	1512
156	1572
157	1454
158	1750
159	1592
160	1750
161	1576
162	1530
163	1536
164	1628
165	1366
166	1612
167	1508
168	1558
169	1610
170	1468
171	1460
172	1494
173	1662
174	1498
175	1624
176	1406
177	1456
178	1742
179	1384
180	1556
181	1462
182	1516
183	1484
184	1474
185	1580
186	1496
187	1374
188	1604
189	1366
190	1422
191	1430
192	1426
193	1652
194	1388
195	1542
196	1428
197	1386
198	1522
199	1488
200	1470
201	1392
202	1476
203	1556
204	1470
205	1400
206	1534
207	1302
208	1380
209	1526
210	1452
211	1398
212	1378
213	1460
214	1194
215	1220
216	1478
217	1412
218	1266
219	1420
220	1352
221	1336
222	1338
223	1422
224	1430
225	1236
226	1382
227	1354
228	1396
229	1362
230	1268
231	1318
232	1226
233	1390
234	1366
235	1288
236	1512
237	1606
238	1194
239	1384
240	1422
241	1206
242	1332
243	1300
244	1312
245	1366
246	1428
247	1446
248	1314
249	1302
250	1250
251	1250
252	1178
253	1138
254	1254
255	1270
256	1260
257	1286
258	1278
259	1260
260	1300
261	1206
262	1262
263	1148
264	1322
265	1300
266	1218
267	1190
268	1210
269	1156
270	1104
271	1194
272	1310
273	1198
274	1274
275	1232
276	1244
277	1076
278	1194
279	1124
280	898
281	1212
282	1158
283	1190
284	1148
285	1226
286	1204
287	1166
288	1000
289	1088
290	1104
291	1174
292	1258
293	1064
294	1080
295	1012
296	1222
297	1080
298	1144
299	1006
300	1126
301	1224
302	1224
303	1112
304	1118
305	1078
306	1148
307	976
308	1238
309	1102
310	1092
311	1210
312	1178
313	1134
314	1014
315	1012
316	1170
317	1128
318	1146
319	1096
320	1148
321	1020
322	1020
323	1012
324	1240
325	1092
326	1096
327	1088
328	956
329	1164
330	1070
331	1128
332	1004
333	1064
334	1014
335	976
336	1202
337	914
338	958
339	1018
340	990
341	958
342	1052
343	1162
344	1102
345	1018
346	1120
347	1022
348	1086
349	1116
350	848
351	952
352	1090
353	1012
354	1084
355	1040
356	1048
357	1058
358	972
359	1114
360	890
361	1008
362	1162
363	970
364	1024
365	984
366	974
367	1096
368	844
369	1136
370	902
371	984
372	1038
373	934
374	1026
375	1054
376	1024
377	1044
378	1038
379	1034
380	906
381	1004
382	1116
383	930
384	1038
385	1186
386	966
387	920
388	1054
389	902
390	900
391	876
392	952
393	902
394	1148
395	1034
396	1044
397	826
398	986
399	1014
400	1088
401	888
402	1096
403	1010
404	1086
405	1218
406	978
407	862
408	1038
409	1054
410	962
411	874
412	1132
413	978
414	992
415	890
416	982
417	1004
418	1072
419	1062
420	946
421	792
422	1140
423	1182
424	916
425	898
426	1102
427	1130
428	1106
429	1002
430	1076
431	874
432	1216
433	1078
434	852
435	848
436	1098
437	992
438	1132
439	1130
440	1122
441	1042
442	1166
443	958
444	900
445	1004
446	1016
447	1110
448	1118
449	976
450	1050
451	836
452	1174
453	1098
454	1018
455	1092
456	1130
457	1248
458	872
459	1154
460	1124
461	988
462	1246
463	1078
464	972
465	844
466	864
467	1144
468	1024
469	974
470	1054
471	810
472	1206
473	1026
474	1118
475	1032
476	982
477	1200
478	976
479	956
480	1160
481	888
482	1202
483	1062
484	1112
485	938
486	1110
487	1222
488	978
489	1046
490	1184
491	862
492	1180
493	1146
494	1094
495	966
496	1206
497	1158
498	920
499	944
500	1088
501	966
502	1032
503	1094
504	1086
505	1090
506	1226
507	1042
508	836
509	1150
510	1040
511	946
512	1194
513	1088
514	974
515	948
516	1168
517	872
518	888
519	1160
520	1100
521	1044
522	988
523	1080
524	986
525	1188
526	1074
527	840
528	970
